trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
52,False,"{'a': 0.01, 'e': 0.06578130553514788}",25,0,-19.279875310375992,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.060781305535147885}",35,0,-14.943100798256626,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.05578130553514789}",30,0,18.02655803469866,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.05078130553514789}",25,0,5.121262938290281,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
56,False,"{'a': 0.01, 'e': 0.04578130553514789}",25,0,-71.52778002830001,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
57,False,"{'a': 0.01, 'e': 0.040781305535147895}",20,0,21.78507363757076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.0357813055351479}",20,0,17.21220973386995,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.030781305535147897}",25,0,0.5600134897342672,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
60,False,"{'a': 0.01, 'e': 0.025781305535147896}",20,0,-23.1959455152757,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.020781305535147895}",20,0,-0.541725806337358,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.015781305535147894}",20,0,2.6794724202992284,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.010781305535147893}",20,0,-20.005273612499757,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.005781305535147893}",20,0,3.557005903261338,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.0007813055351478925}",30,0,42.79259090585768,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,0,-43.36763378084683,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
2,True,"{'a': 0, 'e': 0}",20,13,4.504836745046354,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,0,17.17375619126454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,0,2.479852669317708,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",30,0,-51.32260641131762,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
6,True,"{'a': 0, 'e': 0}",20,0,22.209968169335607,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,0,-27.657242785839202,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",25,0,-15.253429324209959,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,0,-2.7538423341116105,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,0,17.267388788268743,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",30,10,32.992611591376466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,0,28.399224216298073,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",25,0,4.6015317263980275,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,0,8.870213438584328,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,14,15.510982642422686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,0,15.345535367355977,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",20,0,24.745390134887533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
